Deposit/Project Name,Country,Primary Mineral deposit Type,Secondary Mineral deposit Type,Other Mineral deposit Type,Min. ResC Mt,Min. ResV Mt,Min. ResC Cu %,Min. ResV Cu %
Snertingdal (Ringsjoen),Norway,Sediment-hosted Pb-Zn,,,1.0,,0.001,
Stormyra,Norway,Magmatic Sulphide,Intrusion-related,,1.16,,0.42,
Ulveryggen (Wolf Ridge/Repparfjord),Norway,Magmatic Sulphide,Intrusion-related,,7.7,,0.8,
Undal (Undals),Norway,VMS,,,0.721,,1.15,
Våddåss (Vaddas),Norway,VMS,,,0.715,,1.37,
Aswad,Oman,VMS,,,2.56,,2.2,
Daris,Oman,VMS,,,0.455658,,1.691380421,
Ghuzayn,Oman,VMS,,,14.821,,1.773729843,
Khaznah,Oman,VMS,,,0.35,,1.0,
Mahab 4,Oman,VMS,,,1.534,,2.020977836,
Maqail South,Oman,VMS,,,0.16,,3.8,
Mandoos,Oman,VMS,,,8.237,,1.48,
Washihi-Mullaq-Al Ajal,Oman,VMS,,,14.11,,0.8021048901,
Dasht-e-Kain,Pakistan,Porphyry,Cu-Au,,350.0,,0.3,
Reko Diq JV,Pakistan,Porphyry,Cu-Au,,5867.902656,,0.4149903111,
Saindak (Sindak),Pakistan,Porphyry,,,395.0,,0.38,
Tanjeel,Pakistan,Porphyry,,,214.0,,0.6,
Cerro Chorcha,Panama,Porphyry,,,201.9,,0.49,
Cerro Colorado (Panama),Panama,Porphyry,,,4500.0,,0.45,
Cobre Panama-Balboa,Panama,Porphyry,,,726.0,437.1,0.3369421488,0.35
Cobre Panama-Botija,Panama,Porphyry,,,1160.0,949.1,0.366137931,0.39
Cobre Panama-Botija Abajo / Brazo,Panama,Porphyry,,,485.0,220.5,0.3123092784,0.4
Cobre Panama-Colina / Medio,Panama,Porphyry,,,1409.0,1009.9,0.35476934,0.39
Cobre Panama-Valle Grande,Panama,Porphyry,,,965.0,566.0,0.3336683938,0.36
Palmilla,Panama,Porphyry,,,41.27,,0.2274218561,
Arie,Papua New Guinea,Porphyry,Cu-Au,,164.0,,0.32,
Panguna-Bougainville,Papua New Guinea,Porphyry,Cu-Au,Named Panguna,1838.0,,0.3,
Frieda River-Horse/Ivaal/Trukai,Papua New Guinea,Porphyry,Cu-Au,,2110.0,,0.45,
Frieda River-Koki,Papua New Guinea,Porphyry,Cu-Au,,450.0,,0.4,
Frieda River-Ekwai,Papua New Guinea,Porphyry,Cu-Au,,170.0,,0.38,
Frieda River-Nena,Papua New Guinea,Porphyry,Cu-Au,,45.0,,2.55,
Frieda River-Ok Nerenere,Papua New Guinea,Porphyry,Cu-Au,,60.0,,0.4,
Kainantu,Papua New Guinea,Epithermal,Low sulphidation,,5.5,,1.826909091,
Kili Teke,Papua New Guinea,Porphyry,Cu-Au,,221.5,,0.35,
MMJV-Golpu,Papua New Guinea,Porphyry,Cu-Au,,1000.0,450.0,0.8972,1.2
MMJV-Nambonga,Papua New Guinea,Porphyry,Cu-Au,,40.0,,0.22,
Mount Kren,Papua New Guinea,Porphyry,Cu,,20.0,,0.3,
Nakru-1 (Mount Nakru),Papua New Guinea,Porphyry,,,38.4,,0.6077,
Norac,Papua New Guinea,Skarn,,,0.42,,1.0,
Ok Tedi,Papua New Guinea,Porphyry,Cu-Au,,898.0,264.0,0.43,0.55
"Simuku (Simku, Simiku)",Papua New Guinea,Porphyry,,,200.0,,0.36,
Sinivit-Kavursuki,Papua New Guinea,Porphyry,Cu-Au,,2.051,,0.2569039493,
Solwara 1,Papua New Guinea,VMS,Active seafloor black smoker,,2.57,,7.739299611,
Solwara 12,Papua New Guinea,VMS,Active seafloor black smoker,,0.23,,7.3,
Star Mountains (Futik-Olgal-Nong River),Papua New Guinea,Porphyry,,,125.0,,0.5208,
Wamum,Papua New Guinea,Porphyry,Cu-Au,,45.0,,0.3,
Yandera,Papua New Guinea,Porphyry,Cu,,747.616,,0.3252860559,
Aguila,Peru,Porphyry,,,242.8,,0.322285832,
Alpamarca,Peru,Manto-Cu,IOCG?,,7.438,3.056,0.07,0.07
AntaKori-Sinchao,Peru,Epithermal,High sulphidation,,519.541,,0.27,
Antamina,Peru,Skarn,Porphyry-related,,2376.0,614.0,0.8866792929,0.9487947883
Antapaccay,Peru,Porphyry,Cu-Au-Mo,,851.0,547.0,0.4809400705,0.52
Antilla,Peru,Porphyry,,,426.1,,0.2994977705,
Ariana,Peru,Skarn,,,13.296567,,1.025341813,
Atacocha,Peru,Skarn,,,34.321483,10.258869,0.26,0.18
Aurora,Peru,Porphyry?,,,7.0,,1.24,
Berenguela,Peru,Sediment-hosted Pb-Zn,Sedex,Carbonate-replacement,20.94,,0.9448233047,
Cañariaco Norte,Peru,Porphyry,,,1453.7,728.2,0.3532262503,0.4
Cerro Colorado (Peru),Peru,Porphyry,,,220.0,,1.01,
Cerro Corona,Peru,Porphyry,Cu-Au,,102.045,53.054,0.41,0.46
Cerro de Pasco,Peru,Epithermal,High to intermediate-low sulphidation,,163.605,27.923,0.09317306928,0.06
Cerro Lindo,Peru,VMS,,,102.207794,46.119265,0.79,0.76
Cerro Negro,Peru,Porphyry,,,70.0,,0.53,
Cerro Verde,Peru,Porphyry,Cu,,4686.0,3856.0,0.383683312,0.3739522822
Chapi,Peru,Porphyry?,,,43.874206,,1.17,
Chungar,Peru,Skarn,,,28.421,11.281,0.1460307519,0.14
Chucapaca-Canahuire,Peru,Epithermal,Intermediate sulphidation,,83.7,,0.09,
Cobriza,Peru,Sediment-hosted Stratiform/Stratabound Cu,possibly manto type,,46.7,19.5,0.95,1.08
Colquijirca,Peru,Epithermal,High to intermediate sulphidation,,56.2,56.2,0.3119572954,0.3119572954
Condestable-Raúl,Peru,IOCG,,,11.778,10.394,1.381596196,1.06
Constancia-Pampacancha,Peru,Porphyry,Cu-Mo-Ag,,1186.0,614.0,0.250084317,0.3
Contonga,Peru,Skarn,,,4.06,1.57,0.9627586207,1.03
Coricancha,Peru,Skarn,,,5.77,0.64,0.470745234,0.32
Coroccohuayca,Peru,Porphyry,Cu-Au,,336.0,,1.054553571,
Cotabambas,Peru,Porphyry,,,1224.503684,,0.239122273,
Cuajone,Peru,Porphyry,Cu,,2098.877,2078.99,0.4995939633,0.4995805136
El Galeno,Peru,Porphyry,Cu-Mo-Au,,1581.0,660.985,0.3740354206,0.5
El Porvenir,Peru,Skarn,,,53.208971,23.411331,0.28,0.25
Haquira,Peru,Porphyry?,,,975.0,,0.5459692308,
Hilarión,Peru,Skarn,,,106.9,,0.06,
Huaron,Peru,Epithermal,Low sulphidation?,,20.2,9.8,0.355990099,0.36
Invicta,Peru,Epithermal,Intermediate sulphidation,,21.62,,0.3127150786,
Jasperoide,Peru,Manto-Cu,,,12.18727,,1.32,
Julcani,Peru,Epithermal,High to intermediate sulphidation,,0.288779,0.288779,0.5480836557,0.5480836557
La Arena,Peru,Epithermal,High sulphidation,,279.4,,0.3272942019,
La Granja,Peru,Porphyry,Cu-Mo,,4320.0,,0.5105324074,
Lara (Peru),Peru,Porphyry,,,18.6,,0.53,
Las Bambas,Peru,Skarn-Porphyry,Cu-Au-Ag-Mo,,2005.42,1079.0,0.6530382663,0.6852641335
Los Calatos,Peru,Porphyry,Cu-Mo,,352.0,,0.7606818182,
Los Chancas,Peru,Porphyry,Cu-Mo,,726.0,,0.5319104683,
Los Pinos,Peru,Porphyry,Cu-Mo,,63.191,,0.36,
Los Quenuales (Iscaycruz-Yauliyacu),Peru,Skarn,,,23.38,6.68,0.338100941,0.2026946108
Madam Elvira,Peru,Epithermal?,High sulphidation?,,0.4,,4.51,
Magistral,Peru,Porphyry,,,255.89,,0.5059185588,
Marcapunta North/East,Peru,Epithermal,High sulphidation,,130.1095,21.7497,1.496816935,2.25
Michiquillay,Peru,Porphyry,Cu-Mo-Au,,631.0,,0.69,
Mina Justa (Marcona),Peru,IOCG,Kiruna-type,,388.3,,0.768956992,
Morococha,Peru,Epithermal,Low sulphidation,,10.72589382,4.550379198,0.4742424242,0.66
Nazareth,Peru,Epithermal,Low sulphidation,,3.01,,1.53,
Ocaña-Irmin,Peru,Porphyry,,,49.8,,0.3730120482,
Pacococha,Peru,Epithermal,Low sulphidation,,0.891,,1.149753086,
Pashpap,Peru,Porphyry,,,141.6,,0.45,
Pinaya,Peru,Porphyry,,,113.935,,0.2862115943,
Pukaqaqa,Peru,Skarn,,,349.1,,0.3965511315,
Quechua,Peru,Porphyry,,,300.0,,0.68,
Quellaveco,Peru,Porphyry,Cu,,2855.3,1332.0,0.4602157392,0.58
Raura,Peru,Skarn,,,17.252429,5.41,0.2937710707,0.24
Rio Blanco-Whiteriver,Peru,Porphyry,Cu-Mo,,1257.4,498.0,0.57,0.63
Río Seco,Peru,IOCG,,,2.90882,,1.0,
Rondoní,Peru,Skarn,,,64.355,,0.49,
San Gabriel (Canteras del Hallazgo),Peru,Porphyry-Skarn?,,,12.247,,0.06,
San Sebastian,Peru,Epithermal,Low sulphidation,,0.91,,0.48,
Santa-Ana,Peru,Epithermal,Intermediate sulphidation,,123.432,37.077,0.02,0.02
Santander-Magistral-Puajanca Soouth,Peru,Skarn,,,31.055,,0.08174625664,
Tajo Norte (El Brocal North/West),Peru,Skarn,,,92.3003,56.2,0.46,0.31
Tantahuatay,Peru,Porphyry,Cu-Au,,149.72739,,0.72,
Tia Maria,Peru,Porphyry,Cu,,746.064,746.064,0.352,0.352
Toquepala,Peru,Porphyry,Cu,,5373.425,5373.425,0.3272108992,0.3272108992
Toromocho,Peru,Porphyry,Cu-Mo,,2168.0,1474.0,0.4467601476,0.4705128901
Trapiche,Peru,Porphyry,Cu-Mo,,1176.0,,0.4220153061,
Vinchos,Peru,Epithermal,High sulphidation?,,0.742,,0.15,
Yanacocha-Conga,Peru,Epithermal,High sulphidation,,1018.889971,,0.2425401376,
Yauli,Peru,Skarn,,,93.36,34.631,0.2314529777,0.2
Yauricocha,Peru,Skarn,,,13.564,5.377,1.315710705,0.8
Zafranal-Victoria,Peru,Porphyry,Cu-Au,,531.9,401.0,0.3597255123,0.4
Amacan,Philippines,Porphyry,,,110.0,,0.3,
Aya Aya,Philippines,Porphyry,,,40.0,,0.3,
Balak-5,Philippines,Porphyry,,,5.0,,0.8,
Balatoc,Philippines,Porphyry,,,70.0,,0.6,
Basay,Philippines,Porphyry,,,214.0992,,0.44,
Batong Buhay,Philippines,Porphyry,,,86.9,,0.599,
Black Mountain (Kennon-Southeast),Philippines,Porphyry,,,62.0,,0.3775806452,
Boneng Lobo,Philippines,Porphyry,,,225.0,,0.283,
Botilao,Philippines,Porphyry,,,82.0,,0.52,
Bumolo,Philippines,Porphyry?,,,21.7,69.7,0.2,0.2
Comval Group,Philippines,Epithermal,,,32.675,,0.42,
Didipio (Dinkidi),Philippines,Porphyry?,,,66.3,44.1,0.3829260935,0.4044217687
Dilong (Hale-Mayabo),Philippines,Porphyry,,,160.0,,0.4325,
Dizon,Philippines,Porphyry,Cu-Au,,85.86,,0.355,
Dizon-Bayarong Tailings,Philippines,Tailings,Porphyry,,100.0,,0.07,
Far Southeast,Philippines,Porphyry,Cu-Au,,891.7,,0.5,
Hinoba-An (A1-Don Jose-Colet),Philippines,Porphyry,Cu,,319.3,,0.35,
Ino-Capayang,Philippines,Porphyry,,,50.0,,0.5,
Kilong-Olao (Kilongolao),Philippines,Porphyry,,,50.0,,0.4,
King-King (Kingking),Philippines,Porphyry,Cu-Au,,1151.068,617.916,0.2474704457,0.3
Lumbay,Philippines,Porphyry,,,78.0,,0.5,
Luna-Asiga,Philippines,Porphyry,,,26.0,,0.36,
Manag,Philippines,Porphyry,,,20.0,,0.5,
Mankayan (Guinaoang),Philippines,VMS,,,390.0,189.0,0.38,0.46
Manlupo,Philippines,Porphyry,,,81.5,,0.42,
Mapula Group,Philippines,Porphyry,,,78.0,,0.4,
Marcopper-San Antonio,Philippines,Porphyry,Cu,,178.3,,0.44,
Marian,Philippines,Porphyry,,,55.0,,0.427,
Matanlang (Larap),Philippines,Porphyry,,,65.0,,0.35,
Padcal-Santo Tomas II,Philippines,Porphyry?,,,258.5,69.7,0.2,0.2
Palidan-Mohong Hill,Philippines,Porphyry,,,100.0,,0.4,
Pisumpan,Philippines,Porphyry,,,20.0,,0.41,
Puray,Philippines,VMS,Kuroko-type,,0.15,,2.0,
Rapu Rapu (Ungay-Malobago),Philippines,VMS,,,5.136,,1.349906542,
San Fabian,Philippines,Porphyry,,,314.0,,0.27,
Silangan-Bayugo,Philippines,Porphyry,Cu-Au,,368.0,,0.38,
Silangan-Boyongan,Philippines,Porphyry,Cu-Au,,1030.0,,0.37,
Sipilay,Philippines,Porphyry,Cu,,807.0,,0.47,
Saint Anthony (San Antonio-Philex),Philippines,Porphyry,Cu-Au,,70.59036,,0.294,
Sulat,Philippines,VMS,,,32.5,,0.61,
Suguibon,Philippines,Porphyry,,,26.0,,0.35,
Suluakan,Philippines,Porphyry,,,123.0,,0.35,
Tampakan,Philippines,Porphyry?,,,2940.0,,0.5186054422,
Tawi-Tawi,Philippines,Porphyry,,,225.0,,0.4,
Taysan,Philippines,Porphyry,,,968.0,353.0,0.2166012397,0.27
Toledo-Carmen,Philippines,Porphyry,Cu,,593.708,215.8,0.36,0.36
Toledo-Lutopan,Philippines,Porphyry,,,751.594,180.1,0.3328112784,0.31
Victoria-Teresa,Philippines,Epithermal,Intermediate to high sulphidation,,7.17,,1.59,
Bytom Odrzański,Poland,Sediment-hosted Stratiform/Stratabound Cu,,,2.247,,4.138851802,
Głogów,Poland,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,276.951,,1.683380237,
Lubin-Małomice,Poland,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,378.892,339.133,1.32,0.95
Myszków,Poland,Porphyry,Cu-Mo,,726.0,,0.121,
Niecka Grodziecka,Poland,Sediment-hosted Stratiform/Stratabound Cu,,,12.496,,1.373104193,
Nowy Kościół,Poland,Sediment-hosted Stratiform/Stratabound Cu,,,13.478,,0.8606618193,
Radwanice-Gaworzyce,Poland,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,251.08,,1.745094791,
Polkowice-Sieroszowice,Poland,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,495.656,430.539,2.53,1.83
Retków-Ścinawa,Poland,Sediment-hosted Stratiform/Stratabound Cu,,,455.677,,1.505758223,
Rudna,Poland,Sediment-hosted Stratiform/Stratabound Cu,,,549.342,378.751,1.88,1.68
Wartowice (Konrad-Grodziec),Poland,Sediment-hosted Stratiform/Stratabound Cu,,,96.602,,1.405060351,
Aljustrel,Portugal,VMS,,,13.0,,0.2,
Aljustrel-Fetais,Portugal,VMS,,,7.2139,,1.75,
Aljustrel-Gavião,Portugal,VMS,,,12.3,,1.47,
Aljustrel-Moinho,Portugal,VMS,,,3.3635,,1.57,
Neves Corvo,Portugal,VMS,,,202.138,51.281,1.219505486,1.600668864
Lagoa Salgada,Portugal,VMS,,,4.496,,0.3434564057,
Salgadinho,Portugal,VMS,,,10.0,,3.0,
Cala Abajo,Puerto Rico,Porphyry,,,52.649,,0.79,
Rio Vivi,Puerto Rico,Porphyry,,,218.0,,0.73,
Tanama-Helecho,Puerto Rico,Porphyry,,,126.0,,0.64,
Baia Borsa,Romania,VMS,,,18.0,,0.6,
Baia Sprie,Romania,Epithermal,Low sulphidation,,4.3,,0.6,
Balta Plai,Romania,Skarn,,,1.8,,2.19,
Bolcana (Bolcana Troita),Romania,Porphyry,,,90.0,,0.3,
Bucium-Tarnita,Romania,Porphyry,,,335.0,,0.5,
Cavnic-Boldut,Romania,Epithermal,Low sulphidation,,5.9,,1.0,
Deva,Romania,Porphyry,,,20.0,,0.7,
Ilba-Handal,Romania,Porphyry,Cu-Au,,0.3,,0.6,
Manaila,Romania,Epithermal,,,1.8,,1.17,
Moldova Noua,Romania,Porphyry-Skarn,,,500.0,,0.35,
Musariu,Romania,Porphyry,,,12.0,,0.2,
Roşia Poieni,Romania,Porphyry,,,431.0,,0.55,
Rovina Valley (Rovina-Colnic-Ciresata),Romania,Porphyry,,,432.7,,0.1590224174,
Sasca Montana,Romania,Porphyry-Skarn,,,12.0,,0.75,
Talagiu,Romania,Porphyry,,,150.0,,0.35,
Valea Morii,Romania,Porphyry,,,100.0,27.0,0.25,0.26
Agaksyr,Russia,Porphyry,,,310.5,,0.032,
Aidyrlinskoe,Russia,VMS,,,5.0,,2.2,
Ak-Sug (Aksug),Russia,Porphyry,,,722.0,,0.4680609418,
Alexandrinka,Russia,VMS,,,10.0,,4.4,
Amurskoe,Russia,VMS,,,31.2,,0.11,
Bakr Tau,Russia,VMS,,,1.3,,2.63,
Balta Tau,Russia,VMS,,,3.5,,3.0,
Barsuchiy Log,Russia,VMS,,,13.0,,2.83,
Birgilda,Russia,Porphyry,,,4.7,,0.7,
Burpala,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,43.4,,1.190299539,
Bystrinskoye,Russia,Porphyry,,,288.0,,0.7097222222,
Bystrinskoe,Russia,Porphyry,,,19.283,,0.29,
Bystrinsko-Shirinskoye,Russia,Porphyry,,,23.07380769,,1.135486624,
Chebache,Russia,VMS,,,14.2,,1.7,
Chernogorskoe,Russia,Magmatic Sulphide,Stratabound Stratiform Reef-type,,147.728,,0.287,
Dalnee (Russia),Russia,VMS,,,1.4,,0.5,
Degdenreken (Piritovoe),Russia,Porphyry,,,800.0,,0.5,
Dzhusinskoe,Russia,VMS,,,6.9,,3.16,
Fedorova,Russia,Magmatic Sulphide,Stratabound Stratiform Reef-type,,376.270272,,0.14,
Gai (Gaiskoye),Russia,VMS,,,250.0,,1.4,
Ishkinino,Russia,VMS,,,1.0,,6.4,
Ivanovskoe (Ivanovskaya),Russia,VMS,,,10.0,,1.08,
Kaluginskoe,Russia,VMS,,,0.94,,3.86,
Kamenushinskoe,Russia,VMS,,,6.4,,1.71,
Karakul,Russia,Epithermal,,,27.18915,,0.322052628,
Kasarginskoe,Russia,VMS,,,5.0,,1.6,
Kholodninskoe,Russia,Sediment-hosted Pb-Zn,Sedex,,519.0,,0.035,
Khotoidokh,Russia,VMS,,,6.0,,0.7,
Kiyalykh-Uzen,Russia,Porphyry,,,30.0,,1.0,
Kingash Group,Russia,Magmatic Sulphide,Flood Basalt-related,Siberian Traps LIP,592.89,,0.1835873434,
Kola Peninsula,Russia,Magmatic Sulphide,Ferropicrite related,Pechenga camp,492.414,140.068,0.3241238064,0.28
Komaganskoe,Russia,VMS,,,0.5,,2.1,
Komsomolskoe,Russia,VMS,,,32.0,,1.44,
Korbalikha,Russia,VMS,,,28.0,,1.17,
Krasnoe,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,33.0,,1.5,
Kultuminskaya (Kultuminskoye),Russia,Skarn,,,188.0,,0.3319148936,
Kun-Manie Group,Russia,Porphyry,,,164.8,39.2,0.13,0.15
Kyzyl Tashtyg (Tuva / Kyzyl-Tash Turk),Russia,VMS,,,12.92,,0.636996904,
Lekyn-Talbei,Russia,Porphyry,,,85.6,,0.5373831776,
Letnye,Russia,VMS,Besshi type,,6.0,,2.8,
Lora (Nakhtandjin),Russia,Porphyry,,,178.0,,0.5,
Maiskoe,Russia,VMS,,,1.0,,1.06,
Malaya Pana-North Reef,Russia,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,13.8407,,0.14,
Malmyzh,Russia,Porphyry,,,2544.0,,0.29,
Maslovskoy,Russia,Magmatic Sulphide,Flood Basalt-related,Siberian Traps LIP,215.0,,0.51,
Medgorskoe,Russia,Porphyry,,,1333.333333,,0.3,
Miheevskoye,Russia,Porphyry,,,426.1,,0.37,
Mountain General'skaya,Russia,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,53.333,,0.455,
North Kaluga,Russia,VMS?,May be epithermal or skarn?,,0.32,,5.81,
Novo-Shemurskoe,Russia,VMS,,,44.5,,1.1,
Obor,Russia,Porphyry,,,65.7,,0.67,
Osennee,Russia,VMS,,,7.3,,4.69,
Ozernoe,Russia,VMS,,,5.8,,2.7,
Perevalny,Russia,Skarn,,,1.174,,0.35,
Peschanka (Baimskoe),Russia,Porphyry,Cu-Mo,,1315.766,,0.825,
Podolskoe,Russia,VMS,,,103.6,,2.07,
Pravo Ingamakit,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,123.4,,0.88,
Rubtzovskoe ,Russia,VMS,,,2.425,,4.5,
"Safyanovka (Saf'yanovka, Safyanovskoe)",Russia,VMS,,,25.2,,2.838888889,
Sakin-I / II,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,122.2,,0.9015384615,
Salavat (Salavatskoe),Russia,Porphyry,,,800.0,,0.4,
Sulban Group,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,94.3,,1.064114528,
Shaktama (Shakhtama),Russia,Porphyry,,,1100.0,,0.26,
Sibay,Russia,VMS,,,110.0,,1.6,
Sorsk (Sora-Sorskoe),Russia,Porphyry,,,233.0,,0.17,
Srednaya Padma,Russia,Sediment-hosted Pb-Zn/VMS,Shale-hosted,,13.041,,0.076,
Sultanovskoe,Russia,VMS,,,9.3,,2.46,
Taimyr Peninsula (Nor’ilsk-Talnakh),Russia,Magmatic Sulphide,Flood Basalt-related,Siberian Traps LIP,2103.143,703.357,1.450787921,1.7
Talganskoe,Russia,VMS,,,2.9,,3.9,
Tarnyerskoe,Russia,VMS,,,9.6,,1.48,
Tarutino (Tarutinsk-Tarutinskoe),Russia,Porphyry,,,10.25,,0.99,
Tominskoe,Russia,Porphyry,,,331.1,,0.47,
Tubinskoe,Russia,VMS,,,2.2,,2.7,
Tundrovskoe,Russia,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,111.166,,0.321,
Uchaly,Russia,VMS,,,113.0,,1.08,
Udokan,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,2754.0,1439.5,0.97,1.05
Unkur,Russia,Sediment-hosted Stratiform/Stratabound Cu,Cu-Ag,,143.4,,0.75,
Urskoe,Russia,VMS,,,20.0,,1.27,
Uzelginskoe,Russia,VMS,,,84.0,,1.36,
Valentina,Russia,VMS,,,0.1,,2.0,
Valentorskoe,Russia,VMS,,,1.18,,9.87,
Verkhnee,Russia,Magmatic Sulphide,,,77.393,,0.237,
Vostochno-Semenovskoe,Russia,VMS,,,1.6,,0.7,
Vuruchuayvench,Russia,Magmatic Sulphide,,,83.6,,0.1972488038,
Yaman Kasy,Russia,VMS,,,2.3,,2.56,
Yubilenoe (Shekarabulak-II) (Porphyry),Russia,Porphyry,,,82.8,,0.15,
Yubilenoe (VMS),Russia,VMS,,,106.0,,1.5,
Yulalinskoe,Russia,VMS,,,0.7,,4.44,
Zakharovskoe,Russia,VMS,,,3.0,,2.03,
Zapadno-Ashchebutakskoe,Russia,VMS,,,3.0,,1.0,
Zapadno-Ozernoe,Russia,VMS,,,51.0,,0.9,
Zhireken,Russia,Porphyry,,,130.0,,0.1,
Zimnyee,Russia,VMS,,,12.5,,1.21,
Ar Ridanyah,Saudi Arabia,VMS,,,1.4,,1.7,
Al Amar,Saudi Arabia,VMS,,,1.0,,0.88,
Al Gehab,Saudi Arabia,VMS,,,0.94,,1.28,
Al Hajar,Saudi Arabia,VMS,,,0.3,,6.82,
Al Halahila,Saudi Arabia,VMS,,,2.1,,0.34,
Al Masane-Al Kobra (AMAK),Saudi Arabia,VMS,,,7.665101,,1.177190546,
Al Mehdadah,Saudi Arabia,Sediment-hosted Stratiform/Stratabound Cu,,,0.45,,1.1,
As Safra,Saudi Arabia,Epithermal,Low sulphidation,,18.0,,1.0,
Ash Sha'ib,Saudi Arabia,VMS,,,1.7,,0.3,
Ash Shizm,Saudi Arabia,VMS,,,1.6,,2.9,
Farah Garan,Saudi Arabia,VMS,,,0.225,,0.9,
Jabal Murryyi,Saudi Arabia,Sediment-hosted Stratiform/Stratabound Cu,,,0.35,,1.69,
Jabal Sayid-Citadel,Saudi Arabia,VMS,,,25.522,24.992,2.53666092,2.534199744
Jadmah,Saudi Arabia,VMS,,,0.696,,2.5,
Khnaiguiyah,Saudi Arabia,VMS,,,38.17,26.08,0.2591878439,0.24
Kutam,Saudi Arabia,VMS,,,12.1,,1.866115702,
Mahd adh Dahab,Saudi Arabia,Epithermal,Low sulphidation,,1.1,,0.64,
Nuqrah North/South,Saudi Arabia,VMS,,,1.19,,1.040588235,
Rabathan,Saudi Arabia,VMS,,,2.1,,2.5,
Samran,Saudi Arabia,VMS,,,0.9,,2.0,
Shaab at Tare (Shaib at Tare),Saudi Arabia,VMS,,,2.4,,0.37,
Shi'ib Al Lamisah (Shaib Lamisah),Saudi Arabia,VMS,,,1.4,,1.7,
Umm Ad Dabah,Saudi Arabia,VMS,,,0.27,,2.5,
Umm Ad Damar,Saudi Arabia,VMS,,,1.0,,2.0,
Ajvalija,Serbia,Sediment-hosted Pb-Zn,,,1.017,,0.2,
Bor,Serbia,Porphyry,,,800.0,,0.825,
Borska Reka,Serbia,Porphyry,,,591.1290323,,0.62,
Cerova-Cementacija 1,Serbia,Epithermal?,Low sulphidation?,,315.625,,0.32,
Chadine,Serbia,VMS,,,7.7,,1.2,
Coka Kuruga,Serbia,Epithermal,high sulphidation,,1.444444444,,0.9,
Coka Marin,Serbia,Epithermal,high sulphidation,,2.4,,1.05,
Cukaru-Peki (Timok JV),Serbia,Epithermal,high sulphidation,,43.0,,2.934883721,
Dumitru Potok,Serbia,Porphyry,,,790.0,,0.23,
Jama (Brezoni-T),Serbia,VMS?,,,1.064,,2.326508459,
Kosmaj Babe,Serbia,Skarn-Manto,,,6.5,,0.3,
Lajkovaca,Serbia,VMS,,,3.0,,0.82,
Majdanpek,Serbia,Porphyry,,,800.0,,0.6,
Mali Krivelj,Serbia,Porphyry,,,300.0,,0.5,
Parlozi,Serbia,Epithermal,,,6.56164,,0.26,
Rechitsa,Serbia,VMS?,,,0.145,,1.21,
Stancha,Serbia,VMS,,,1.0,,0.5,
Surdulica Group,Serbia,Porphyry,,,520.0,,0.01154326923,
Tolishnitsa,Serbia,VMS,,,2.5,,0.6,
Tulare (Kiseljak-Yellow Creek),Serbia,Porphyry,,,852.0,,0.18157277,
Valja Strzh,Serbia,Porphyry,,,485.0,,0.2,
Veliki Krivelj,Serbia,Porphyry,,,1091.3,,0.3213038578,
Banska Stiavnica 3-Slovinky,Slovakia,Epithermal,Low sulphidation,,0.6,,0.1,
Lubietova-Orsblie (Banska Bystrica),Slovakia,Epithermal,Low sulphidation,,29.0,,1.0,
Roznava 2 (Strieborna-Maria),Slovakia,Epithermal,Low sulphidation,,1.3,,1.7,
Ŝtiavnica Group,Slovakia,Porphyry,,,210.0,,0.35,
Voznica (Hodrusa),Slovakia,Porphyry,,,18.0,,0.8,
Vysoká-Zlatno,Slovakia,Skarn-Porphyry,,,66.0,,0.34,
Koloula (Guadalcanal JV),Solomon Islands,Porphyry,,,50.0,,0.17,
Afplats-Leeuwkop Group,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,165.1,,0.01,
Akanani,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,315.0,,0.13,
Bafokeng-Rasimone,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,374.8484848484848,122.12121212121211,0.058819725141471296,0.0670471464019851
Bakubung (Ledig-Frischgewaagd),South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,79.005,61.122,0.04192595405354092,0.03989332809790256
Bathopele,South Africa,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,42.9,35.0,0.015244755244755248,0.01
